eth.src,eth.dst,frame.len,time_interval,time_increment,label
1,0,90,0.0,4.217418,1
1,0,232,0.0,4.217418,1
0,1,74,4.4e-05,4.217462,1
1,0,1450,0.000425,4.217887,1
1,0,1450,0.0,4.217887,1
0,1,74,4.9e-05,4.217936,1
1,0,112,0.001688,4.219624,1
1,0,171,0.0,4.219624,1
0,1,74,5.8e-05,4.219682,1
1,0,60,0.000334,4.220016,1
0,1,1514,6.5e-05,4.220081,1
0,1,1514,0.0,4.220081,1
0,1,1514,0.0,4.220081,1
0,1,1514,0.0,4.220081,1
0,1,1514,0.0,4.220081,1
0,1,1514,0.0,4.220081,1
0,1,66,0.000199,4.22028,1
1,0,60,0.012162,4.232442,1
0,1,1514,4.5e-05,4.232487,1
0,1,1514,0.0,4.232487,1
0,1,1514,0.0,4.232487,1
0,1,1514,0.0,4.232487,1
1,0,1450,0.000185,4.232672,1
0,1,74,0.00012,4.232792,1
1,0,60,0.000245,4.233037,1
1,0,60,0.0,4.233037,1
0,1,1514,3.4e-05,4.233071,1
0,1,1514,0.0,4.233071,1
0,1,1514,0.0,4.233071,1
0,1,1514,0.0,4.233071,1
0,1,1514,0.0,4.233071,1
0,1,1514,0.0,4.233071,1
0,1,1514,0.0,4.233071,1
0,1,1514,0.0,4.233071,1
1,0,1450,9.5e-05,4.233166,1
1,0,60,8.3e-05,4.233249,1
0,1,1514,2.2e-05,4.233271,1
0,1,1514,0.0,4.233271,1
0,1,1514,0.0,4.233271,1
0,1,1514,0.0,4.233271,1
1,0,74,0.000366,4.233637,1
1,0,60,1.5e-05,4.233652,1
0,1,1514,1.2e-05,4.233664,1
0,1,1514,0.0,4.233664,1
0,1,1514,0.0,4.233664,1
0,1,1514,0.0,4.233664,1
1,0,60,0.00052,4.234184,1
1,0,60,0.0,4.234184,1
0,1,1514,2.5e-05,4.234209,1
0,1,1514,0.0,4.234209,1
0,1,1514,0.0,4.234209,1
0,1,1514,0.0,4.234209,1
0,1,1514,0.0,4.234209,1
0,1,740,0.0,4.234209,1
1,0,1450,0.001372,4.235581,1
1,0,1450,0.0,4.235581,1
0,1,74,3.1e-05,4.235612,1
1,0,223,0.001543,4.237155,1
1,0,92,0.0,4.237155,1
0,1,54,2.8e-05,4.237183,1
1,0,1450,0.006117,4.2433,1
1,0,1450,0.0,4.2433,1
0,1,74,4e-05,4.24334,1
1,0,1450,0.005997,4.249337,1
0,1,74,2.7e-05,4.249364,1
1,0,1450,0.000876,4.25024,1
1,0,60,3.2e-05,4.250272,1
1,0,223,0.001727,4.251999,1
1,0,92,0.001339,4.253338,1
1,0,222,0.0,4.253338,1
1,0,92,0.0,4.253338,1
0,1,54,5e-05,4.253388,1
1,0,1450,0.001246,4.254634,1
1,0,1450,0.0,4.254634,1
0,1,74,7.2e-05,4.254706,1
1,0,1450,0.006435,4.261141,1
1,0,1450,0.0,4.261141,1
0,1,74,4.8e-05,4.261189,1
1,0,1450,0.005165,4.266354,1
0,1,74,2.6e-05,4.26638,1
1,0,60,0.012525,4.278905,1
1,0,1450,0.000707,4.279612,1
1,0,1450,0.000401,4.280013,1
0,1,74,3.1e-05,4.280044,1
1,0,1450,0.002585,4.282629,1
1,0,203,0.000226,4.282855,1
0,1,74,4.1e-05,4.282896,1
1,0,60,0.002267,4.285163,1
1,0,66,0.001787,4.28695,1
0,1,54,0.000113,4.287063,1
0,1,571,0.000291,4.287354,1
1,0,60,0.002896,4.29025,1
1,0,60,0.007933,4.298183,1
1,0,60,0.001338,4.299521,1
1,0,60,0.000213,4.299734,1
1,0,60,0.0,4.299734,1
1,0,60,0.0,4.299734,1
1,0,60,0.0,4.299734,1
1,0,60,0.0,4.299734,1
1,0,60,0.0,4.299734,1
1,0,60,0.000846,4.30058,1
1,0,677,0.022812,4.323392,1
1,0,60,0.032131,4.355523,1
1,0,60,0.000139,4.355662,1
1,0,60,0.000598,4.35626,1
1,0,1514,0.002991,4.359251,1
1,0,1514,0.000372,4.359623,1
0,1,54,2.8e-05,4.359651,1
1,0,1514,0.000426,4.360077,1
1,0,1514,0.001013,4.36109,1
1,0,170,0.0,4.36109,1
0,1,54,4.8e-05,4.361138,1
0,1,180,0.001806,4.362944,1
0,1,54,0.008887,4.371831,1
1,0,105,0.063037,4.434868,1
0,1,990,0.000693,4.435561,1
1,0,1012,0.063535,4.499096,1
0,1,1037,0.005261,4.504357,1
1,0,1514,0.087356,4.591713,1
1,0,1151,0.000227,4.59194,1
0,1,54,3.9e-05,4.591979,1
0,1,1514,0.013728,4.605707,1
0,1,794,0.0,4.605707,1
1,0,60,0.063699,4.669406,1
1,0,1514,0.010568,4.679974,1
1,0,1514,0.001723,4.681697,1
0,1,54,9.6e-05,4.681793,1
1,0,1514,0.000721,4.682514,1
1,0,1514,0.0,4.682514,1
1,0,1514,0.0,4.682514,1
1,0,1514,0.0,4.682514,1
1,0,1254,0.0,4.682514,1
0,1,54,9.8e-05,4.682612,1
0,1,262,0.010091,4.692703,1
0,1,262,7.7e-05,4.69278,1
0,1,262,2.1e-05,4.692801,1
0,1,263,7.3e-05,4.692874,1
0,1,263,2.3e-05,4.692897,1
0,1,263,1.9e-05,4.692916,1
0,1,263,0.003533,4.696449,1
0,1,263,5.4e-05,4.696503,1
0,1,263,1.6e-05,4.696519,1
0,1,263,0.001396,4.697915,1
0,1,263,4e-05,4.697955,1
0,1,263,1.8e-05,4.697973,1
0,1,262,1.9e-05,4.697992,1
0,1,262,1.6e-05,4.698008,1
0,1,263,1.6e-05,4.698024,1
0,1,262,1.6e-05,4.69804,1
0,1,262,1.6e-05,4.698056,1
0,1,263,1.6e-05,4.698072,1
0,1,263,2.1e-05,4.698093,1
0,1,263,1.8e-05,4.698111,1
0,1,263,2.2e-05,4.698133,1
0,1,262,0.000642,4.698775,1
0,1,262,3.5e-05,4.69881,1
0,1,262,1.8e-05,4.698828,1
1,0,74,0.007931,4.706759,1
1,0,113,0.003239,4.709998,1
1,0,252,0.000778,4.710776,1
0,1,74,2.9e-05,4.710805,1
1,0,90,0.000288,4.711093,1
1,0,314,0.0,4.711093,1
0,1,74,2.7e-05,4.71112,1
1,0,74,0.002438,4.713558,1
1,0,74,0.000577,4.714135,1
1,0,74,0.0,4.714135,1
1,0,74,0.0,4.714135,1
1,0,95,0.004274,4.718409,1
1,0,189,0.000203,4.718612,1
1,0,90,0.0,4.718612,1
1,0,314,0.0,4.718612,1
0,1,74,5.3e-05,4.718665,1
0,1,66,0.000236,4.718901,1
0,1,109,7e-05,4.718971,1
1,0,96,0.000414,4.719385,1
1,0,268,0.0,4.719385,1
0,1,74,3.5e-05,4.71942,1
1,0,96,0.000993,4.720413,1
1,0,251,0.0,4.720413,1
1,0,90,0.0,4.720413,1
1,0,307,0.0,4.720413,1
0,1,74,3.9e-05,4.720452,1
1,0,112,0.000299,4.720751,1
1,0,389,0.0,4.720751,1
1,0,90,0.0,4.720751,1
1,0,307,0.0,4.720751,1
1,0,95,0.0,4.720751,1
1,0,214,0.0,4.720751,1
0,1,74,3.6e-05,4.720787,1
0,1,66,0.000166,4.720953,1
0,1,66,0.000338,4.721291,1
1,0,95,0.000188,4.721479,1
1,0,185,0.0,4.721479,1
0,1,74,2.9e-05,4.721508,1
1,0,74,0.003217,4.724725,1
1,0,112,0.006307,4.731032,1
1,0,210,0.000309,4.731341,1
1,0,91,0.0,4.731341,1
1,0,377,0.0,4.731341,1
0,1,74,5.2e-05,4.731393,1
0,1,66,0.00035,4.731743,1
0,1,109,6.5e-05,4.731808,1
1,0,74,0.010425,4.742233,1
1,0,74,0.000548,4.742781,1
1,0,74,0.0,4.742781,1
1,0,74,0.0,4.742781,1
1,0,74,0.0,4.742781,1
1,0,74,0.005617,4.748398,1
1,0,95,0.000239,4.748637,1
1,0,251,0.0,4.748637,1
0,1,74,6.3e-05,4.7487,1
1,0,95,0.000602,4.749302,1
1,0,211,0.0,4.749302,1
1,0,91,0.0,4.749302,1
1,0,265,0.0,4.749302,1
0,1,74,7.9e-05,4.749381,1
1,0,66,0.000657,4.750038,1
0,1,66,9.6e-05,4.750134,1
0,1,54,7e-06,4.750141,1
0,1,571,0.00032,4.750461,1
1,0,96,8.5e-05,4.750546,1
1,0,427,0.0,4.750546,1
1,0,91,0.0,4.750546,1
1,0,348,0.0,4.750546,1
1,0,95,0.0,4.750546,1
0,1,74,6.3e-05,4.750609,1
1,0,314,0.000484,4.751093,1
1,0,90,0.0,4.751093,1
1,0,285,0.0,4.751093,1
1,0,90,0.0,4.751093,1
1,0,302,0.0,4.751093,1
0,1,74,5e-05,4.751143,1
1,0,96,0.0003,4.751443,1
1,0,377,0.0,4.751443,1
1,0,96,0.0,4.751443,1
1,0,236,0.0,4.751443,1
0,1,74,7.1e-05,4.751514,1
0,1,66,0.000378,4.751892,1
0,1,86,0.000399,4.752291,1
1,0,112,0.004608,4.756899,1
1,0,307,0.000453,4.757352,1
0,1,74,3.3e-05,4.757385,1
0,1,66,0.000564,4.757949,1
1,0,60,0.01485,4.772799,1
1,0,66,0.000311,4.77311,1
0,1,54,0.000127,4.773237,1
0,1,571,0.000638,4.773875,1
1,0,60,0.000879,4.774754,1
0,1,54,0.000129,4.774883,1
1,0,1514,0.000269,4.775152,1
0,1,571,0.000401,4.775553,1
1,0,707,0.000197,4.77575,1
0,1,54,5.7e-05,4.775807,1
1,0,66,0.001812,4.777619,1
0,1,54,8.3e-05,4.777702,1
0,1,118,0.001317,4.779019,1
0,1,571,0.000248,4.779267,1
0,1,146,9.9e-05,4.779366,1
0,1,545,0.000103,4.779469,1
1,0,66,0.003377,4.782846,1
0,1,54,8.3e-05,4.782929,1
0,1,571,0.000489,4.783418,1
1,0,66,0.005723,4.789141,1
0,1,54,0.000102,4.789243,1
0,1,571,0.000515,4.789758,1
1,0,66,0.004524,4.794282,1
0,1,54,0.000117,4.794399,1
1,0,60,0.000202,4.794601,1
0,1,571,0.000348,4.794949,1
1,0,1514,0.00151,4.796459,1
1,0,726,0.000141,4.7966,1
0,1,54,2.9e-05,4.796629,1
1,0,60,0.002323,4.798952,1
1,0,582,0.000254,4.799206,1
0,1,118,0.001441,4.800647,1
0,1,85,0.000251,4.800898,1
0,1,146,3.6e-05,4.800934,1
0,1,545,0.000107,4.801041,1
1,0,1494,0.001219,4.80226,1
1,0,1494,0.0,4.80226,1
1,0,1494,0.0,4.80226,1
0,1,54,0.000112,4.802372,1
1,0,1494,0.000521,4.802893,1
1,0,414,0.0,4.802893,1
0,1,54,5.4e-05,4.802947,1
0,1,118,0.001665,4.804612,1
1,0,60,1.9e-05,4.804631,1
0,1,146,0.000136,4.804767,1
0,1,458,9.1e-05,4.804858,1
1,0,85,0.000119,4.804977,1
1,0,86,0.013766,4.818743,1
0,1,74,0.000102,4.818845,1
1,0,60,0.000205,4.81905,1
1,0,591,0.0,4.81905,1
0,1,591,8.8e-05,4.819138,1
0,1,85,0.000105,4.819243,1
1,0,60,0.005437,4.82468,1
1,0,200,0.00073,4.82541,1
1,0,125,0.0,4.82541,1
0,1,54,3.9e-05,4.825449,1
0,1,85,0.000259,4.825708,1
1,0,60,1.1e-05,4.825719,1
1,0,1514,0.000443,4.826162,1
1,0,1324,0.000393,4.826555,1
0,1,54,3.5e-05,4.82659,1
0,1,147,0.001755,4.828345,1
0,1,153,0.000119,4.828464,1
0,1,544,7.9e-05,4.828543,1
1,0,60,0.011669,4.840212,1
1,0,1514,0.001039,4.841251,1
1,0,1514,0.00031,4.841561,1
1,0,1230,0.0,4.841561,1
1,0,99,0.0,4.841561,1
0,1,54,3.6e-05,4.841597,1
0,1,134,0.001335,4.842932,1
0,1,146,0.000132,4.843064,1
0,1,486,8.4e-05,4.843148,1
1,0,980,0.004611,4.847759,1
0,1,54,5.4e-05,4.847813,1
0,1,1292,0.002474,4.850287,1
0,1,260,0.00026,4.850547,1
1,0,60,0.000396,4.850943,1
1,0,1514,0.000501,4.851444,1
1,0,1514,0.0,4.851444,1
0,1,54,7.8e-05,4.851522,1
1,0,1514,0.000882,4.852404,1
1,0,1168,0.000379,4.852783,1
0,1,54,2.3e-05,4.852806,1
0,1,118,0.001586,4.854392,1
0,1,146,0.000115,4.854507,1
0,1,568,7.1e-05,4.854578,1
1,0,1514,0.002098,4.856676,1
1,0,1514,0.001517,4.858193,1
1,0,927,0.0,4.858193,1
0,1,54,5.3e-05,4.858246,1
0,1,134,0.00219,4.860436,1
0,1,698,0.000138,4.860574,1
1,0,1242,0.014729,4.875303,1
1,0,1242,0.000169,4.875472,1
1,0,800,0.000536,4.876008,1
0,1,93,0.000322,4.87633,1
0,1,127,0.001279,4.877609,1
0,1,126,0.000125,4.877734,1
1,0,954,0.001589,4.879323,1
0,1,705,0.001056,4.880379,1
1,0,60,0.003098,4.883477,1
1,0,60,0.000452,4.883929,1
1,0,328,0.0,4.883929,1
1,0,132,0.0,4.883929,1
1,0,357,0.0,4.883929,1
1,0,357,0.0,4.883929,1
1,0,106,0.0,4.883929,1
0,1,54,5.2e-05,4.883981,1
0,1,54,3e-05,4.884011,1
1,0,74,0.000211,4.884222,1
0,1,85,5e-05,4.884272,1
0,1,92,3.5e-05,4.884307,1
1,0,1454,0.000358,4.884665,1
1,0,1454,0.0,4.884665,1
0,1,74,8.2e-05,4.884747,1
1,0,1454,0.000213,4.88496,1
1,0,574,0.00012,4.88508,1
0,1,1292,0.001712,4.886792,1
0,1,257,0.000177,4.886969,1
1,0,1454,0.00018,4.887149,1
0,1,74,5.8e-05,4.887207,1
1,0,174,0.000274,4.887481,1
0,1,200,0.001341,4.888822,1
0,1,173,0.000156,4.888978,1
0,1,546,8.9e-05,4.889067,1
1,0,60,0.000702,4.889769,1
1,0,840,0.00154,4.891309,1
0,1,272,0.001272,4.892581,1
1,0,456,0.000777,4.893358,1
1,0,575,0.000455,4.893813,1
1,0,66,0.0,4.893813,1
0,1,85,0.000366,4.894179,1
0,1,242,0.000294,4.894473,1
1,0,66,0.000424,4.894897,1
1,0,91,0.0,4.894897,1
0,1,89,0.000273,4.89517,1
1,0,1242,0.012525,4.907695,1
1,0,1242,0.000245,4.90794,1
1,0,804,0.0,4.90794,1
0,1,93,0.000273,4.908213,1
0,1,127,0.001421,4.909634,1
0,1,125,0.00013,4.909764,1
1,0,70,0.005122,4.914886,1
1,0,60,0.001834,4.91672,1
1,0,60,0.000165,4.916885,1
1,0,200,0.0,4.916885,1
1,0,125,0.000884,4.917769,1
0,1,54,4.3e-05,4.917812,1
0,1,85,0.000251,4.918063,1
1,0,576,0.000534,4.918597,1
0,1,290,0.001017,4.919614,1
1,0,60,0.013303,4.932917,1
1,0,575,0.00074,4.933657,1
0,1,54,6.3e-05,4.93372,1
1,0,562,0.01531,4.94903,1
0,1,86,0.000587,4.949617,1
1,0,66,0.000464,4.950081,1
0,1,87,0.000185,4.950266,1
1,0,91,0.000237,4.950503,1
1,0,395,0.0,4.950503,1
1,0,60,0.0,4.950503,1
0,1,91,9.7e-05,4.9506,1
1,0,60,0.000312,4.950912,1
1,0,341,0.0,4.950912,1
1,0,341,0.0,4.950912,1
1,0,747,0.0,4.950912,1
1,0,60,0.0,4.950912,1
0,1,54,4e-05,4.950952,1
1,0,987,0.000774,4.951726,1
1,0,60,0.0,4.951726,1
1,0,74,0.000177,4.951903,1
1,0,280,8.2e-05,4.951985,1
0,1,725,0.000254,4.952239,1
1,0,245,0.000184,4.952423,1
1,0,152,0.0,4.952423,1
1,0,492,0.0,4.952423,1
0,1,74,6.3e-05,4.952486,1
0,1,112,0.000429,4.952915,1
0,1,66,0.000745,4.95366,1
0,1,180,0.000915,4.954575,1
0,1,66,0.000984,4.955559,1
1,0,218,0.009963,4.965522,1
0,1,66,0.000842,4.966364,1
1,0,70,0.009131,4.975495,1
1,0,60,0.00629,4.981785,1
1,0,66,0.00029,4.982075,1
0,1,85,0.000116,4.982191,1
1,0,526,0.002252,4.984443,1
0,1,66,0.00117,4.985613,1
0,1,1464,0.006389,4.992002,1
0,1,87,0.0,4.992002,1
0,1,54,0.003977,4.995979,1
0,1,54,6e-06,4.995985,1
0,1,263,0.009471,5.005456,1
0,1,263,6.7e-05,5.005523,1
0,1,263,1.8e-05,5.005541,1
1,0,311,0.001755,5.007296,1
0,1,302,0.001577,5.008873,1
0,1,54,0.003137,5.01201,1
1,0,66,0.004002,5.016012,1
0,1,54,6.7e-05,5.016079,1
0,1,571,0.000285,5.016364,1
1,0,66,0.000184,5.016548,1
0,1,54,4.7e-05,5.016595,1
0,1,571,0.000187,5.016782,1
1,0,74,0.00457,5.021352,1
1,0,562,9.5e-05,5.021447,1
0,1,723,0.0013,5.022747,1
0,1,264,0.000247,5.022994,1
0,1,264,3.2e-05,5.023026,1
0,1,264,1.7e-05,5.023043,1
1,0,112,0.002357,5.0254,1
1,0,226,0.000337,5.025737,1
0,1,74,3.4e-05,5.025771,1
1,0,66,0.000474,5.026245,1
0,1,54,8.2e-05,5.026327,1
1,0,112,0.000325,5.026652,1
0,1,571,1.1e-05,5.026663,1
1,0,171,0.001043,5.027706,1
0,1,74,9.6e-05,5.027802,1
1,0,112,0.002877,5.030679,1
1,0,226,0.000551,5.03123,1
0,1,74,1.3e-05,5.031243,1
0,1,66,0.000472,5.031715,1
0,1,66,0.000131,5.031846,1
0,1,66,9.7e-05,5.031943,1
1,0,74,0.005646,5.037589,1
1,0,113,0.004379,5.041968,1
1,0,239,0.000363,5.042331,1
0,1,74,3.5e-05,5.042366,1
1,0,113,0.003785,5.046151,1
1,0,222,0.000437,5.046588,1
1,0,91,0.0,5.046588,1
1,0,246,0.0,5.046588,1
0,1,74,2.5e-05,5.046613,1
0,1,66,0.000401,5.047014,1
0,1,54,0.005124,5.052138,1
1,0,66,0.000606,5.052744,1
0,1,54,0.000109,5.052853,1
0,1,571,0.000371,5.053224,1
1,0,60,0.004437,5.057661,1
1,0,74,0.007274,5.064935,1
1,0,508,0.011644,5.076579,1
0,1,66,0.001414,5.077993,1
1,0,60,0.001271,5.079264,1
1,0,60,0.001781,5.081045,1
1,0,60,0.0,5.081045,1
1,0,60,0.00063,5.081675,1
1,0,60,0.0,5.081675,1
1,0,60,0.000416,5.082091,1
1,0,60,0.000401,5.082492,1
1,0,191,0.000401,5.082893,1
0,1,105,0.000393,5.083286,1
0,1,736,0.000173,5.083459,1
1,0,191,0.000377,5.083836,1
0,1,105,0.000366,5.084202,1
0,1,726,0.000136,5.084338,1
1,0,60,8e-05,5.084418,1
1,0,191,0.000496,5.084914,1
0,1,105,0.00029,5.085204,1
0,1,760,0.000226,5.08543,1
1,0,562,0.00095,5.08638,1
0,1,761,0.002409,5.088789,1
1,0,504,0.000649,5.089438,1
0,1,262,0.000107,5.089545,1
0,1,262,5.4e-05,5.089599,1
0,1,262,4e-05,5.089639,1
0,1,263,3.1e-05,5.08967,1
0,1,263,1.8e-05,5.089688,1
0,1,263,1.7e-05,5.089705,1
0,1,263,1.6e-05,5.089721,1
0,1,264,2.7e-05,5.089748,1
0,1,264,1.9e-05,5.089767,1
1,0,1464,0.000372,5.090139,1
1,0,1108,0.0,5.090139,1
0,1,54,6.2e-05,5.090201,1
0,1,1464,0.000625,5.090826,1
0,1,91,0.0,5.090826,1
1,0,66,0.005594,5.09642,1
1,0,66,0.0,5.09642,1
1,0,66,0.0,5.09642,1
0,1,54,0.000132,5.096552,1
0,1,54,5.2e-05,5.096604,1
0,1,54,1.8e-05,5.096622,1
0,1,571,0.000181,5.096803,1
0,1,571,0.000223,5.097026,1
0,1,571,0.000193,5.097219,1
0,1,152,0.0006,5.097819,1
1,0,74,0.006318,5.104137,1
1,0,74,0.000217,5.104354,1
1,0,74,0.0,5.104354,1
1,0,74,0.0,5.104354,1
1,0,66,0.001465,5.105819,1
0,1,54,7.4e-05,5.105893,1
0,1,571,0.000385,5.106278,1
1,0,96,0.00313,5.109408,1
1,0,247,0.001079,5.110487,1
1,0,90,0.0,5.110487,1
1,0,195,0.0,5.110487,1
1,0,91,0.0,5.110487,1
1,0,247,0.0,5.110487,1
1,0,91,0.0,5.110487,1
1,0,265,0.0,5.110487,1
0,1,74,4.5e-05,5.110532,1
1,0,96,0.000357,5.110889,1
1,0,217,0.0,5.110889,1
1,0,91,0.0,5.110889,1
1,0,265,0.0,5.110889,1
0,1,74,3.2e-05,5.110921,1
0,1,66,0.000252,5.111173,1
1,0,60,3.4e-05,5.111207,1
1,0,60,0.0,5.111207,1
0,1,66,0.000287,5.111494,1
1,0,60,0.000499,5.111993,1
1,0,191,0.0,5.111993,1
0,1,105,0.000161,5.112154,1
1,0,74,0.000197,5.112351,1
1,0,112,0.000712,5.113063,1
1,0,1049,0.000305,5.113368,1
1,0,336,0.0,5.113368,1
0,1,74,3e-05,5.113398,1
0,1,109,0.000644,5.114042,1
1,0,112,0.00232,5.116362,1
0,1,54,0.000556,5.116918,1
1,0,386,5.1e-05,5.116969,1
0,1,74,4.9e-05,5.117018,1
1,0,112,0.001826,5.118844,1
1,0,336,0.000603,5.119447,1
0,1,74,4e-05,5.119487,1
0,1,66,0.000647,5.120134,1
1,0,74,0.008254,5.128388,1
1,0,66,0.016491,5.144879,1
0,1,54,7.9e-05,5.144958,1
1,0,60,6.6e-05,5.145024,1
0,1,571,0.000208,5.145232,1
1,0,60,0.001022,5.146254,1
1,0,66,0.001123,5.147377,1
0,1,54,3.9e-05,5.147416,1
0,1,571,0.000343,5.147759,1
1,0,66,0.00383,5.151589,1
1,0,60,0.0,5.151589,1
1,0,562,0.0,5.151589,1
0,1,54,0.00014,5.151729,1
0,1,571,0.000315,5.152044,1
1,0,562,0.000418,5.152462,1
1,0,562,0.000612,5.153074,1
1,0,60,0.001979,5.155053,1
1,0,60,0.000239,5.155292,1
0,1,262,0.000208,5.1555,1
0,1,262,4.8e-05,5.155548,1
0,1,262,1.8e-05,5.155566,1
1,0,60,0.000254,5.15582,1
1,0,191,0.0,5.15582,1
1,0,191,0.0,5.15582,1
0,1,264,0.00041,5.15623,1
0,1,264,7.1e-05,5.156301,1
0,1,264,2e-05,5.156321,1
0,1,191,0.000118,5.156439,1
0,1,1514,4.8e-05,5.156487,1
0,1,1514,0.0,5.156487,1
0,1,1514,0.0,5.156487,1
0,1,1514,0.0,5.156487,1
0,1,1514,0.0,5.156487,1
0,1,1514,0.0,5.156487,1
0,1,1514,0.0,5.156487,1
0,1,1514,0.0,5.156487,1
0,1,1514,0.0,5.156487,1
0,1,372,0.0,5.156487,1
0,1,105,0.000318,5.156805,1
0,1,105,0.000101,5.156906,1
0,1,1238,0.000301,5.157207,1
0,1,262,0.000105,5.157312,1
0,1,262,2.7e-05,5.157339,1
0,1,262,1.8e-05,5.157357,1
0,1,264,2.2e-05,5.157379,1
0,1,264,2.2e-05,5.157401,1
0,1,264,1.8e-05,5.157419,1
0,1,383,8.4e-05,5.157503,1
0,1,398,2.1e-05,5.157524,1
0,1,1502,4.6e-05,5.15757,1
0,1,1503,3.3e-05,5.157603,1
0,1,263,2.2e-05,5.157625,1
0,1,263,2.7e-05,5.157652,1
0,1,263,1.9e-05,5.157671,1
1,0,562,0.003483,5.161154,1
1,0,60,0.00016,5.161314,1
1,0,191,0.000413,5.161727,1
0,1,105,0.000436,5.162163,1
1,0,66,0.000332,5.162495,1
0,1,280,2.8e-05,5.162523,1
0,1,54,6.4e-05,5.162587,1
0,1,263,5e-06,5.162592,1
0,1,263,2.6e-05,5.162618,1
0,1,263,2.2e-05,5.16264,1
0,1,571,0.000168,5.162808,1
1,0,60,0.002713,5.165521,1
1,0,60,0.000777,5.166298,1
1,0,1514,0.001086,5.167384,1
1,0,1514,0.0,5.167384,1
1,0,1514,0.0,5.167384,1
1,0,1181,0.0,5.167384,1
0,1,54,6e-05,5.167444,1
0,1,118,0.00171,5.169154,1
0,1,146,0.000182,5.169336,1
0,1,486,8.8e-05,5.169424,1
1,0,74,0.00812,5.177544,1
1,0,74,0.001636,5.17918,1
1,0,112,0.002273,5.181453,1
1,0,246,0.000627,5.18208,1
0,1,74,3.5e-05,5.182115,1
1,0,112,0.00166,5.183775,1
1,0,246,0.0,5.183775,1
0,1,74,4.4e-05,5.183819,1
1,0,96,0.000704,5.184523,1
1,0,245,0.0,5.184523,1
1,0,74,0.0,5.184523,1
0,1,74,4.3e-05,5.184566,1
1,0,60,0.002407,5.186973,1
1,0,95,0.000147,5.18712,1
1,0,192,0.0,5.18712,1
0,1,74,4.8e-05,5.187168,1
1,0,60,0.000265,5.187433,1
0,1,66,0.000246,5.187679,1
1,0,1514,0.000661,5.18834,1
1,0,112,0.000205,5.188545,1
1,0,1514,0.000344,5.188889,1
0,1,54,2.4e-05,5.188913,1
1,0,1514,0.000521,5.189434,1
1,0,216,0.000127,5.189561,1
0,1,74,2.2e-05,5.189583,1
1,0,1204,0.000315,5.189898,1
0,1,54,3.7e-05,5.189935,1
1,0,96,0.000197,5.190132,1
1,0,245,0.0,5.190132,1
0,1,74,4.1e-05,5.190173,1
0,1,66,0.000407,5.19058,1
0,1,180,0.00098,5.19156,1
0,1,153,0.000106,5.191666,1
0,1,496,6.9e-05,5.191735,1
0,1,54,0.008654,5.200389,1
0,1,54,3e-06,5.200392,1
0,1,54,7.1e-05,5.200463,1
1,0,66,0.001278,5.201741,1
0,1,54,0.000189,5.20193,1
1,0,74,0.000236,5.202166,1
1,0,74,0.0,5.202166,1
1,0,74,0.0,5.202166,1
1,0,74,0.0,5.202166,1
0,1,571,0.000101,5.202267,1
0,1,54,7.7e-05,5.202344,1
1,0,60,0.000139,5.202483,1
1,0,74,0.000517,5.203,1
1,0,74,0.0,5.203,1
1,0,504,0.003532,5.206532,1
1,0,1464,0.000263,5.206795,1
0,1,54,4.7e-05,5.206842,1
1,0,1001,0.000409,5.207251,1
1,0,60,0.000379,5.20763,1
1,0,191,0.000353,5.207983,1
0,1,105,0.000246,5.208229,1
1,0,95,9.1e-05,5.20832,1
1,0,345,0.002065,5.210385,1
1,0,90,0.0,5.210385,1
1,0,345,0.0,5.210385,1
1,0,90,0.0,5.210385,1
1,0,290,0.0,5.210385,1
1,0,90,0.0,5.210385,1
1,0,214,0.0,5.210385,1
0,1,74,7e-05,5.210455,1
1,0,112,0.000848,5.211303,1
1,0,202,0.0,5.211303,1
1,0,91,0.0,5.211303,1
1,0,222,0.0,5.211303,1
1,0,90,0.0,5.211303,1
1,0,315,0.0,5.211303,1
1,0,90,0.0,5.211303,1
1,0,168,0.0,5.211303,1
1,0,90,0.0,5.211303,1
1,0,224,0.0,5.211303,1
0,1,74,7.2e-05,5.211375,1
0,1,66,0.000805,5.21218,1
0,1,198,0.000586,5.212766,1
1,0,96,0.001061,5.213827,1
1,0,222,0.0,5.213827,1
1,0,91,0.0,5.213827,1
1,0,238,0.0,5.213827,1
1,0,112,0.0,5.213827,1
1,0,229,0.0,5.213827,1
0,1,74,4.8e-05,5.213875,1
1,0,1454,3.1e-05,5.213906,1
1,0,1418,0.000409,5.214315,1
1,0,707,0.0,5.214315,1
0,1,54,4.8e-05,5.214363,1
0,1,66,7.5e-05,5.214438,1
0,1,66,0.000399,5.214837,1
0,1,204,0.001578,5.216415,1
1,0,60,0.00282,5.219235,1
1,0,60,0.005241,5.224476,1
1,0,60,0.000397,5.224873,1
1,0,1514,0.0,5.224873,1
1,0,1514,0.0,5.224873,1
1,0,1230,0.0,5.224873,1
0,1,54,9.2e-05,5.224965,1
1,0,418,0.000286,5.225251,1
0,1,54,5.4e-05,5.225305,1
0,1,180,0.001623,5.226928,1
1,0,105,0.000103,5.227031,1
1,0,60,0.000651,5.227682,1
1,0,225,0.000646,5.228328,1
1,0,132,0.0,5.228328,1
1,0,843,0.0,5.228328,1
0,1,54,5.4e-05,5.228382,1
1,0,92,0.000234,5.228616,1
0,1,54,2.3e-05,5.228639,1
0,1,92,0.000227,5.228866,1
