eth.src,eth.dst,frame.len,time_interval,time_increment,label
1,0,54,0.0,0.0,0
1,0,66,0.018659,0.018659,0
0,1,73,0.000244,0.018903,0
0,1,1288,0.574208,0.593111,0
0,1,1292,7.4e-05,0.593185,0
0,1,295,1.6e-05,0.593201,0
1,0,67,0.002663,0.595864,0
1,0,71,0.000433,0.596297,0
1,0,65,0.0,0.596297,0
1,0,261,0.025069,0.621366,0
1,0,134,0.000313,0.621679,0
0,1,77,2.8e-05,0.621707,0
1,0,66,0.027218,0.648925,0
0,1,73,0.000379,0.649304,0
0,1,235,0.345155,0.994459,0
0,1,228,0.00019,0.994649,0
1,0,71,0.002643,0.997292,0
0,1,236,0.000835,0.998127,0
1,0,71,0.000855,0.998982,0
1,0,71,0.001515,1.000497,0
0,1,74,0.000172,1.000669,0
0,1,229,0.000316,1.000985,0
0,1,230,0.002742,1.003727,0
1,0,71,0.000306,1.004033,0
0,1,75,0.002174,1.006207,0
1,0,71,0.000299,1.006506,0
0,1,233,6.9e-05,1.006575,0
0,1,75,0.002088,1.008663,0
0,1,234,0.000324,1.008987,0
1,0,72,0.00104,1.010027,0
0,1,242,0.001227,1.011254,0
1,0,72,0.000252,1.011506,0
0,1,75,0.001836,1.013342,0
0,1,238,0.000412,1.013754,0
1,0,72,0.000276,1.01403,0
0,1,75,0.002115,1.016145,0
0,1,240,0.000389,1.016534,0
1,0,72,0.000735,1.017269,0
1,0,282,0.00043,1.017699,0
1,0,65,0.0,1.017699,0
0,1,78,0.000171,1.01787,0
1,0,72,0.001152,1.019022,0
0,1,74,0.000163,1.019185,0
0,1,242,0.00049,1.019675,0
1,0,68,0.001383,1.021058,0
1,0,72,0.001543,1.022601,0
0,1,244,2.5e-05,1.022626,0
0,1,75,0.0018,1.024426,0
0,1,247,0.000319,1.024745,0
1,0,72,0.00034,1.025085,0
0,1,75,0.001383,1.026468,0
0,1,249,0.000282,1.02675,0
1,0,72,0.000791,1.027541,0
0,1,75,0.001206,1.028747,0
0,1,250,0.000306,1.029053,0
1,0,72,0.000793,1.029846,0
0,1,75,0.001225,1.031071,0
0,1,252,0.00038,1.031451,0
1,0,72,0.000638,1.032089,0
0,1,75,0.001149,1.033238,0
0,1,254,0.000309,1.033547,0
1,0,72,0.000636,1.034183,0
0,1,75,0.001224,1.035407,0
0,1,256,0.000292,1.035699,0
1,0,72,0.000355,1.036054,0
0,1,75,0.001709,1.037763,0
0,1,256,0.000427,1.03819,0
1,0,72,0.000772,1.038962,0
0,1,75,0.002103,1.041065,0
1,0,72,7.7e-05,1.041142,0
0,1,265,0.000375,1.041517,0
1,0,72,0.002603,1.04412,0
0,1,267,0.000492,1.044612,0
0,1,261,0.002252,1.046864,0
1,0,72,0.000235,1.047099,0
0,1,75,0.001765,1.048864,0
0,1,262,0.000423,1.049287,0
0,1,264,0.002034,1.051321,0
1,0,73,0.000635,1.051956,0
1,0,73,0.000404,1.05236,0
1,0,730,0.000742,1.053102,0
1,0,840,0.000388,1.05349,0
0,1,78,8.5e-05,1.053575,0
0,1,78,0.000159,1.053734,0
0,1,267,0.000647,1.054381,0
1,0,73,0.00021,1.054591,0
1,0,672,0.000179,1.05477,0
1,0,706,0.0,1.05477,0
0,1,79,0.000461,1.055231,0
0,1,78,0.00012,1.055351,0
1,0,672,7.6e-05,1.055427,0
0,1,79,0.000824,1.056251,0
1,0,707,0.000311,1.056562,0
1,0,75,0.000581,1.057143,0
1,0,273,0.0,1.057143,0
1,0,69,8.7e-05,1.05723,0
1,0,250,0.0,1.05723,0
0,1,79,2e-05,1.05725,0
0,1,274,0.000215,1.057465,0
1,0,73,0.000925,1.05839,0
1,0,1015,0.000368,1.058758,0
0,1,78,0.000176,1.058934,0
1,0,68,0.000212,1.059146,0
1,0,169,0.000116,1.059262,0
1,0,68,0.0,1.059262,0
1,0,194,0.000151,1.059413,0
1,0,68,0.0,1.059413,0
1,0,482,0.000677,1.06009,0
1,0,190,0.0,1.06009,0
0,1,79,0.000244,1.060334,0
1,0,72,9e-05,1.060424,0
0,1,75,0.001293,1.061717,0
0,1,270,0.000157,1.061874,0
1,0,68,0.000527,1.062401,0
1,0,264,0.0,1.062401,0
1,0,68,0.0,1.062401,0
1,0,239,0.000916,1.063317,0
1,0,671,0.0,1.063317,0
1,0,66,0.000287,1.063604,0
0,1,79,1e-06,1.063605,0
0,1,272,0.001975,1.06558,0
1,0,72,7.6e-05,1.065656,0
1,0,74,0.000737,1.066393,0
0,1,280,7.3e-05,1.066466,0
0,1,75,0.00152,1.067986,0
1,0,82,0.000471,1.068457,0
1,0,500,0.0,1.068457,0
1,0,500,0.0,1.068457,0
0,1,79,0.000332,1.068789,0
1,0,72,3.5e-05,1.068824,0
0,1,79,7.9e-05,1.068903,0
1,0,68,0.00083,1.069733,0
0,1,80,5.1e-05,1.069784,0
0,1,79,9.2e-05,1.069876,0
1,0,89,0.000536,1.070412,0
0,1,281,0.000464,1.070876,0
1,0,72,0.000168,1.071044,0
1,0,502,0.000165,1.071209,0
1,0,74,0.0,1.071209,0
0,1,73,0.000187,1.071396,0
0,1,79,7.6e-05,1.071472,0
1,0,207,0.000439,1.071911,0
1,0,529,0.0,1.071911,0
0,1,73,7.6e-05,1.071987,0
0,1,79,9.4e-05,1.072081,0
0,1,73,0.000419,1.0725,0
0,1,79,6.1e-05,1.072561,0
0,1,79,0.000253,1.072814,0
1,0,73,0.000121,1.072935,0
0,1,73,1e-05,1.072945,0
0,1,79,4.4e-05,1.072989,0
0,1,73,0.000146,1.073135,0
0,1,79,5.8e-05,1.073193,0
0,1,73,0.000136,1.073329,0
0,1,79,4.1e-05,1.07337,0
0,1,73,0.00013,1.0735,0
0,1,79,2.6e-05,1.073526,0
0,1,74,0.000192,1.073718,0
0,1,79,2.8e-05,1.073746,0
0,1,74,0.000178,1.073924,0
0,1,79,4.2e-05,1.073966,0
0,1,74,0.000135,1.074101,0
0,1,79,5.2e-05,1.074153,0
1,0,72,0.000138,1.074291,0
0,1,74,2.5e-05,1.074316,0
0,1,79,4.5e-05,1.074361,0
0,1,75,0.000102,1.074463,0
0,1,79,4.3e-05,1.074506,0
0,1,75,9.8e-05,1.074604,0
0,1,79,4.2e-05,1.074646,0
0,1,75,0.000159,1.074805,0
0,1,79,2.8e-05,1.074833,0
0,1,75,7.9e-05,1.074912,0
0,1,79,3.3e-05,1.074945,0
0,1,75,0.000125,1.07507,0
0,1,79,3.5e-05,1.075105,0
1,0,419,0.001227,1.076332,0
1,0,73,0.0,1.076332,0
1,0,73,0.0,1.076332,0
0,1,74,0.000278,1.07661,0
1,0,416,8e-05,1.07669,0
1,0,73,0.000165,1.076855,0
1,0,73,0.0,1.076855,0
1,0,72,0.000134,1.076989,0
1,0,72,0.0,1.076989,0
1,0,72,0.0,1.076989,0
1,0,72,0.0,1.076989,0
1,0,72,0.001114,1.078103,0
1,0,72,0.0,1.078103,0
1,0,72,0.0,1.078103,0
1,0,72,0.0,1.078103,0
0,1,74,0.00014,1.078243,0
1,0,72,0.000166,1.078409,0
1,0,72,0.000386,1.078795,0
0,1,75,0.003841,1.082636,0
1,0,409,0.018293,1.100929,0
0,1,80,0.000406,1.101335,0
1,0,67,0.003433,1.104768,0
1,0,410,0.00366,1.108428,0
0,1,80,0.00035,1.108778,0
1,0,448,0.001591,1.110369,0
0,1,80,0.000313,1.110682,0
1,0,67,0.001708,1.11239,0
1,0,75,0.00149,1.11388,0
1,0,231,0.000287,1.114167,0
1,0,68,0.000378,1.114545,0
1,0,237,0.0,1.114545,0
0,1,75,0.001064,1.115609,0
1,0,406,0.006789,1.122398,0
1,0,68,0.000359,1.122757,0
0,1,80,1.9e-05,1.122776,0
1,0,197,0.000365,1.123141,0
0,1,75,0.000771,1.123912,0
1,0,74,0.002402,1.126314,0
1,0,312,0.000516,1.12683,0
0,1,75,0.001072,1.127902,0
0,1,324,0.180201,1.308103,0
0,1,644,0.007144,1.315247,0
1,0,72,0.001532,1.316779,0
0,1,75,0.003212,1.319991,0
1,0,72,0.001484,1.321475,0
0,1,75,0.014347,1.335822,0
1,0,281,0.009764,1.345586,0
1,0,64,0.000281,1.345867,0
0,1,80,0.000123,1.34599,0
1,0,67,0.003954,1.349944,0
0,1,74,0.000291,1.350235,0
1,0,1287,0.060347,1.410582,0
1,0,1292,0.000181,1.410763,0
1,0,1292,0.0,1.410763,0
0,1,80,0.000212,1.410975,0
1,0,281,0.000101,1.411076,0
1,0,129,0.0004,1.411476,0
0,1,74,0.00069,1.412166,0
1,0,1286,0.002753,1.414919,0
1,0,1292,0.000224,1.415143,0
1,0,1292,0.0,1.415143,0
1,0,1292,0.000336,1.415479,0
1,0,1292,0.0,1.415479,0
1,0,1292,0.0,1.415479,0
1,0,1292,0.0,1.415479,0
1,0,1292,0.000724,1.416203,0
1,0,1292,0.0,1.416203,0
1,0,1292,0.0,1.416203,0
1,0,1292,0.0,1.416203,0
1,0,1292,0.0,1.416203,0
1,0,1292,0.0,1.416203,0
0,1,74,0.000187,1.41639,0
1,0,513,0.000142,1.416532,0
1,0,1284,0.000366,1.416898,0
1,0,1292,0.00022,1.417118,0
1,0,1292,0.0,1.417118,0
1,0,542,0.000686,1.417804,0
0,1,74,0.000109,1.417913,0
0,1,190,0.004086,1.421999,0
1,0,72,0.00298,1.424979,0
0,1,75,0.001737,1.426716,0
0,1,1292,0.005649,1.432365,0
0,1,183,0.000264,1.432629,0
1,0,54,0.002338,1.434967,0
1,0,185,0.000399,1.435366,0
1,0,1466,0.000234,1.4356,0
1,0,1466,0.0,1.4356,0
0,1,54,4.5e-05,1.435645,0
1,0,1466,0.00018,1.435825,0
1,0,1466,0.0,1.435825,0
0,1,54,3.6e-05,1.435861,0
1,0,1466,0.000234,1.436095,0
1,0,1466,0.0,1.436095,0
0,1,54,3.9e-05,1.436134,0
1,0,1466,0.000897,1.437031,0
1,0,1466,0.0,1.437031,0
1,0,1466,0.0,1.437031,0
1,0,1466,0.0,1.437031,0
0,1,54,0.000118,1.437149,0
0,1,142,4.5e-05,1.437194,0
1,0,1466,0.00149,1.438684,0
1,0,1466,0.0,1.438684,0
1,0,1292,0.0,1.438684,0
1,0,1466,0.0,1.438684,0
1,0,1466,0.0,1.438684,0
1,0,1287,0.0,1.438684,0
1,0,1292,0.0,1.438684,0
1,0,1292,0.0,1.438684,0
1,0,281,0.0,1.438684,0
1,0,65,0.0,1.438684,0
0,1,54,0.000231,1.438915,0
1,0,1466,0.000122,1.439037,0
1,0,747,0.0,1.439037,0
0,1,54,4.9e-05,1.439086,0
0,1,80,9.4e-05,1.43918,0
0,1,93,0.001428,1.440608,0
0,1,75,0.0001,1.440708,0
0,1,1292,5.3e-05,1.440761,0
1,0,185,0.000464,1.441225,0
1,0,1466,0.0,1.441225,0
1,0,1466,0.0,1.441225,0
0,1,54,7.8e-05,1.441303,0
1,0,1466,0.001191,1.442494,0
1,0,1466,0.0,1.442494,0
1,0,1466,0.0,1.442494,0
1,0,1466,0.0,1.442494,0
1,0,1466,0.0,1.442494,0
1,0,1466,0.0,1.442494,0
1,0,1466,0.0,1.442494,0
1,0,1466,0.0,1.442494,0
0,1,54,9e-05,1.442584,0
1,0,1466,0.000659,1.443243,0
1,0,231,0.0,1.443243,0
0,1,54,6.6e-05,1.443309,0
1,0,67,0.000234,1.443543,0
1,0,1292,0.002985,1.446528,0
1,0,1292,0.000163,1.446691,0
1,0,1261,0.0,1.446691,0
0,1,81,0.000127,1.446818,0
1,0,108,0.000173,1.446991,0
0,1,200,0.000565,1.447556,0
1,0,54,0.000898,1.448454,0
1,0,988,0.002144,1.450598,0
1,0,163,0.000269,1.450867,0
0,1,73,3e-06,1.45087,0
1,0,1284,0.022747,1.473617,0
1,0,323,0.000261,1.473878,0
1,0,66,0.001619,1.475497,0
0,1,75,0.000254,1.475751,0
1,0,1149,0.001952,1.477703,0
1,0,1284,0.000183,1.477886,0
1,0,544,0.0,1.477886,0
0,1,74,7.9e-05,1.477965,0
1,0,1284,0.000109,1.478074,0
1,0,1292,0.0,1.478074,0
1,0,926,0.000778,1.478852,0
0,1,74,0.000155,1.479007,0
0,1,171,0.001167,1.480174,0
0,1,172,0.000597,1.480771,0
0,1,168,0.000487,1.481258,0
0,1,176,9.9e-05,1.481357,0
0,1,169,0.000105,1.481462,0
1,0,72,0.001584,1.483046,0
1,0,72,0.000431,1.483477,0
1,0,72,0.000506,1.483983,0
1,0,597,0.000569,1.484552,0
0,1,80,0.000263,1.484815,0
1,0,72,0.000265,1.48508,0
1,0,66,0.000168,1.485248,0
1,0,1287,0.0,1.485248,0
1,0,1292,0.000218,1.485466,0
1,0,1292,0.0,1.485466,0
0,1,80,0.000149,1.485615,0
1,0,203,0.00023,1.485845,0
1,0,377,0.0,1.485845,0
0,1,80,0.000237,1.486082,0
1,0,1287,3.9e-05,1.486121,0
1,0,1292,0.0,1.486121,0
0,1,80,8.8e-05,1.486209,0
1,0,1292,6.6e-05,1.486275,0
1,0,1292,0.0,1.486275,0
1,0,1292,0.000434,1.486709,0
1,0,1292,0.0,1.486709,0
1,0,1292,0.0,1.486709,0
1,0,1292,0.0,1.486709,0
1,0,1292,0.000445,1.487154,0
1,0,1292,0.0,1.487154,0
1,0,1292,0.0,1.487154,0
1,0,1292,0.0,1.487154,0
0,1,74,0.000707,1.487861,0
1,0,1292,0.001162,1.489023,0
1,0,1292,0.0,1.489023,0
1,0,1292,0.0,1.489023,0
1,0,1292,0.0,1.489023,0
0,1,74,0.000304,1.489327,0
1,0,218,2.7e-05,1.489354,0
0,1,81,0.000128,1.489482,0
1,0,66,0.001096,1.490578,0
0,1,75,5.6e-05,1.490634,0
1,0,66,0.002414,1.493048,0
0,1,471,0.008931,1.501979,0
1,0,69,0.002747,1.504726,0
1,0,1288,0.000874,1.5056,0
1,0,1292,0.000174,1.505774,0
1,0,1292,0.0,1.505774,0
0,1,77,0.000139,1.505913,0
1,0,1292,0.0001,1.506013,0
1,0,1292,0.0,1.506013,0
0,1,73,1.9e-05,1.506032,0
0,1,73,4e-05,1.506072,0
1,0,1292,0.000354,1.506426,0
1,0,432,0.0,1.506426,0
0,1,73,0.000362,1.506788,0
1,0,66,0.027411,1.534199,0
1,0,855,0.158095,1.692294,0
1,0,489,0.000147,1.692441,0
1,0,1284,0.0,1.692441,0
1,0,732,0.000291,1.692732,0
1,0,180,0.000394,1.693126,0
0,1,75,0.000836,1.693962,0
0,1,218,0.000909,1.694871,0
1,0,70,0.002717,1.697588,0
1,0,1288,0.000419,1.698007,0
1,0,1292,0.000182,1.698189,0
1,0,1292,0.0,1.698189,0
0,1,78,7.2e-05,1.698261,0
1,0,1208,0.000339,1.6986,0
0,1,75,0.003035,1.701635,0
1,0,928,0.019608,1.721243,0
1,0,929,0.000603,1.721846,0
1,0,1284,3.9e-05,1.721885,0
1,0,236,0.0,1.721885,0
1,0,1284,0.000111,1.721996,0
1,0,93,0.0,1.721996,0
1,0,1284,0.001052,1.723048,0
0,1,74,0.000249,1.723297,0
1,0,1292,0.000262,1.723559,0
1,0,700,0.0,1.723559,0
0,1,75,0.001772,1.725331,0
1,0,67,0.000716,1.726047,0
1,0,1284,0.006525,1.732572,0
1,0,1292,0.000208,1.73278,0
1,0,1292,0.0,1.73278,0
1,0,1292,0.000306,1.733086,0
1,0,1292,0.0,1.733086,0
1,0,1292,0.0,1.733086,0
1,0,1292,0.0,1.733086,0
1,0,1292,0.000613,1.733699,0
1,0,1292,0.0,1.733699,0
1,0,1292,0.0,1.733699,0
1,0,1292,0.0,1.733699,0
0,1,74,0.000155,1.733854,0
1,0,1292,0.000197,1.734051,0
1,0,1049,0.0,1.734051,0
1,0,1284,0.001268,1.735319,0
1,0,1292,0.0,1.735319,0
1,0,1292,0.0,1.735319,0
0,1,74,0.000237,1.735556,0
1,0,1140,8.3e-05,1.735639,0
0,1,75,0.001303,1.736942,0
0,1,73,0.037317,1.774259,0
0,1,73,0.000231,1.77449,0
1,0,123,0.007584,1.782074,0
1,0,89,0.00794,1.790014,0
0,1,299,0.000308,1.790322,0
0,1,66,0.000484,1.790806,0
1,0,73,0.002361,1.793167,0
1,0,1284,0.008178,1.801345,0
1,0,1292,0.000166,1.801511,0
1,0,1292,0.0,1.801511,0
1,0,1292,0.000144,1.801655,0
1,0,1292,0.0,1.801655,0
0,1,74,6.3e-05,1.801718,0
1,0,1292,0.00028,1.801998,0
1,0,1292,0.0,1.801998,0
1,0,1292,0.0,1.801998,0
1,0,1292,0.0,1.801998,0
1,0,1292,0.0004,1.802398,0
1,0,1292,0.0,1.802398,0
0,1,74,0.000164,1.802562,0
1,0,1292,0.000545,1.803107,0
1,0,855,0.0,1.803107,0
1,0,1284,0.003794,1.806901,0
1,0,1292,0.000312,1.807213,0
1,0,1292,0.0,1.807213,0
1,0,1292,0.000107,1.80732,0
1,0,1292,0.0,1.80732,0
1,0,1292,0.0,1.80732,0
1,0,1292,0.0,1.80732,0
0,1,74,0.000526,1.807846,0
1,0,1292,5.8e-05,1.807904,0
1,0,1292,0.0,1.807904,0
1,0,1292,0.0,1.807904,0
1,0,1292,0.0,1.807904,0
1,0,1292,0.0,1.807904,0
1,0,1292,0.0,1.807904,0
0,1,74,7.8e-05,1.807982,0
1,0,539,0.000606,1.808588,0
0,1,75,0.003062,1.81165,0
1,0,256,0.000729,1.812379,0
0,1,81,0.000331,1.81271,0
1,0,64,3e-06,1.812713,0
1,0,67,0.003507,1.81622,0
1,0,1284,0.000185,1.816405,0
1,0,1292,0.0,1.816405,0
0,1,74,0.00011,1.816515,0
1,0,1292,8.3e-05,1.816598,0
1,0,1292,0.0,1.816598,0
1,0,1292,0.000507,1.817105,0
1,0,1292,0.0,1.817105,0
1,0,1292,0.0,1.817105,0
1,0,1292,0.0,1.817105,0
1,0,1292,0.0,1.817105,0
1,0,1292,0.0,1.817105,0
0,1,74,0.000229,1.817334,0
1,0,1292,0.000521,1.817855,0
1,0,1292,0.0,1.817855,0
1,0,1292,0.0,1.817855,0
1,0,1292,0.0,1.817855,0
1,0,1292,0.000841,1.818696,0
1,0,1292,0.0,1.818696,0
1,0,1292,0.0,1.818696,0
1,0,1292,0.0,1.818696,0
1,0,1292,0.0,1.818696,0
1,0,1292,0.0,1.818696,0
1,0,1292,0.0,1.818696,0
1,0,1292,0.0,1.818696,0
1,0,1292,0.0,1.818696,0
1,0,1292,0.0,1.818696,0
0,1,74,0.000416,1.819112,0
1,0,1292,0.000319,1.819431,0
1,0,1292,0.0,1.819431,0
1,0,992,0.0,1.819431,0
1,0,75,0.0,1.819431,0
0,1,74,0.000137,1.819568,0
1,0,1284,0.001152,1.82072,0
1,0,1292,0.0,1.82072,0
1,0,1292,0.0,1.82072,0
1,0,1292,0.0,1.82072,0
1,0,1292,0.0,1.82072,0
1,0,1292,0.0,1.82072,0
0,1,75,0.000434,1.821154,0
1,0,448,5.3e-05,1.821207,0
1,0,419,0.001138,1.822345,0
1,0,137,0.0,1.822345,0
0,1,74,0.000241,1.822586,0
0,1,75,0.002816,1.825402,0
0,1,102,0.008233,1.833635,0
0,1,102,0.000245,1.83388,0
0,1,1292,0.00196,1.83584,0
0,1,608,6.3e-05,1.835903,0
0,1,122,3e-05,1.835933,0
1,0,73,0.00337,1.839303,0
1,0,1287,0.001082,1.840385,0
1,0,1292,0.000154,1.840539,0
1,0,1292,0.0,1.840539,0
0,1,81,0.000187,1.840726,0
1,0,1292,6.7e-05,1.840793,0
1,0,1292,0.0,1.840793,0
1,0,1292,0.0,1.840793,0
1,0,1292,0.0,1.840793,0
1,0,1292,0.001224,1.842017,0
1,0,1292,0.0,1.842017,0
1,0,1292,0.0,1.842017,0
1,0,1292,0.0,1.842017,0
1,0,1292,0.0,1.842017,0
1,0,1292,0.0,1.842017,0
1,0,1292,0.0,1.842017,0
1,0,1292,0.0,1.842017,0
1,0,1292,0.0,1.842017,0
1,0,1292,0.0,1.842017,0
0,1,75,4.2e-05,1.842059,0
0,1,74,0.000239,1.842298,0
1,0,1292,0.000101,1.842399,0
1,0,1292,0.0,1.842399,0
1,0,1292,0.000783,1.843182,0
1,0,1292,0.0,1.843182,0
1,0,1292,0.000188,1.84337,0
1,0,1292,0.0,1.84337,0
0,1,74,0.000281,1.843651,0
1,0,1292,9.2e-05,1.843743,0
1,0,1292,0.0,1.843743,0
1,0,1292,0.0,1.843743,0
1,0,1088,0.0,1.843743,0
1,0,1284,0.000817,1.84456,0
1,0,1292,0.0,1.84456,0
1,0,1292,0.0,1.84456,0
1,0,1292,0.0,1.84456,0
1,0,1292,0.0,1.84456,0
1,0,1292,0.0,1.84456,0
1,0,1292,0.0,1.84456,0
1,0,1292,0.0,1.84456,0
1,0,1292,0.0,1.84456,0
1,0,1292,0.0,1.84456,0
0,1,74,0.000153,1.844713,0
1,0,1292,0.001728,1.846441,0
1,0,1292,0.0,1.846441,0
1,0,1292,0.0,1.846441,0
1,0,1292,0.0,1.846441,0
1,0,1292,0.0,1.846441,0
1,0,1292,0.0,1.846441,0
1,0,1292,0.0,1.846441,0
1,0,1292,0.0,1.846441,0
1,0,1292,0.0,1.846441,0
1,0,1292,0.0,1.846441,0
1,0,1292,0.0,1.846441,0
1,0,1292,0.0,1.846441,0
1,0,1292,0.0,1.846441,0
1,0,1292,0.0,1.846441,0
1,0,1292,0.0,1.846441,0
1,0,1292,0.0,1.846441,0
1,0,1292,0.0,1.846441,0
1,0,1292,0.0,1.846441,0
1,0,1292,0.0,1.846441,0
1,0,1292,0.0,1.846441,0
0,1,74,0.000179,1.84662,0
0,1,74,8.7e-05,1.846707,0
1,0,1292,0.001143,1.84785,0
1,0,1292,0.0,1.84785,0
1,0,1292,0.0,1.84785,0
1,0,1292,0.0,1.84785,0
1,0,1292,0.0,1.84785,0
1,0,1292,0.0,1.84785,0
1,0,1292,0.0,1.84785,0
1,0,1292,0.0,1.84785,0
1,0,1292,0.0,1.84785,0
1,0,1292,0.0,1.84785,0
1,0,1292,0.0,1.84785,0
1,0,1292,0.0,1.84785,0
1,0,1292,0.0,1.84785,0
1,0,1292,0.0,1.84785,0
1,0,1292,0.0,1.84785,0
1,0,1292,0.0,1.84785,0
1,0,132,0.0,1.84785,0
1,0,1292,0.0,1.84785,0
1,0,1292,0.0,1.84785,0
1,0,1292,0.0,1.84785,0
0,1,74,0.000176,1.848026,0
0,1,75,6.9e-05,1.848095,0
1,0,1292,0.001205,1.8493,0
1,0,1292,0.0,1.8493,0
1,0,1292,0.0,1.8493,0
1,0,1292,0.0,1.8493,0
1,0,1292,0.0,1.8493,0
1,0,1292,0.0,1.8493,0
1,0,1292,0.0,1.8493,0
1,0,1292,0.0,1.8493,0
1,0,1292,0.0,1.8493,0
1,0,1292,0.0,1.8493,0
0,1,75,0.00019,1.84949,0
1,0,1292,0.00018,1.84967,0
1,0,1292,0.0,1.84967,0
0,1,75,0.000128,1.849798,0
1,0,1292,0.000512,1.85031,0
1,0,1292,0.0,1.85031,0
1,0,1292,0.000835,1.851145,0
0,1,75,0.000112,1.851257,0
1,0,1292,8.5e-05,1.851342,0
1,0,1292,0.0,1.851342,0
1,0,1292,0.000339,1.851681,0
1,0,1292,0.0,1.851681,0
1,0,1292,0.0,1.851681,0
1,0,1292,0.0,1.851681,0
1,0,1292,0.000564,1.852245,0
1,0,1292,0.0,1.852245,0
1,0,1292,0.0,1.852245,0
1,0,1292,0.0,1.852245,0
0,1,75,8.2e-05,1.852327,0
1,0,1292,0.000985,1.853312,0
1,0,1292,0.0,1.853312,0
1,0,116,0.0,1.853312,0
1,0,1292,0.0,1.853312,0
1,0,1292,0.0,1.853312,0
1,0,1292,0.0,1.853312,0
1,0,1292,0.0,1.853312,0
1,0,1292,0.0,1.853312,0
1,0,1292,0.0,1.853312,0
1,0,1292,0.0,1.853312,0
0,1,66,0.001149,1.854461,0
1,0,1292,5.7e-05,1.854518,0
1,0,1292,0.0,1.854518,0
1,0,1292,0.0,1.854518,0
1,0,1292,0.0,1.854518,0
1,0,1292,0.0,1.854518,0
1,0,1292,0.0,1.854518,0
1,0,1292,0.0,1.854518,0
1,0,1292,0.0,1.854518,0
1,0,1292,0.0,1.854518,0
1,0,1292,0.0,1.854518,0
1,0,1292,0.0,1.854518,0
1,0,1292,0.0,1.854518,0
0,1,75,0.00025,1.854768,0
0,1,75,7.1e-05,1.854839,0
1,0,1292,0.001146,1.855985,0
1,0,1292,0.0,1.855985,0
1,0,1292,0.0,1.855985,0
1,0,1292,0.0,1.855985,0
1,0,1292,0.0,1.855985,0
1,0,1292,0.0,1.855985,0
1,0,1292,0.0,1.855985,0
1,0,1292,0.0,1.855985,0
1,0,1292,0.0,1.855985,0
1,0,1292,0.0,1.855985,0
1,0,1292,0.0,1.855985,0
1,0,1292,0.0,1.855985,0
1,0,111,0.0,1.855985,0
1,0,1284,0.0,1.855985,0
0,1,75,0.000244,1.856229,0
0,1,75,0.000147,1.856376,0
1,0,1292,0.000633,1.857009,0
1,0,1292,0.0,1.857009,0
1,0,1292,0.0,1.857009,0
1,0,1292,0.0,1.857009,0
1,0,1292,0.0,1.857009,0
1,0,1292,0.0,1.857009,0
1,0,1292,0.0,1.857009,0
1,0,1292,0.0,1.857009,0
1,0,1292,0.0,1.857009,0
1,0,1292,0.0,1.857009,0
1,0,1292,0.0,1.857009,0
1,0,1292,0.0,1.857009,0
1,0,1292,0.0,1.857009,0
1,0,1292,0.0,1.857009,0
0,1,75,0.000227,1.857236,0
1,0,1292,0.001476,1.858712,0
1,0,1292,0.0,1.858712,0
1,0,1292,0.0,1.858712,0
1,0,1292,0.0,1.858712,0
1,0,1292,0.0,1.858712,0
1,0,1292,0.0,1.858712,0
1,0,1292,0.0,1.858712,0
1,0,1292,0.0,1.858712,0
1,0,1292,0.0,1.858712,0
1,0,1292,0.0,1.858712,0
1,0,1292,0.0,1.858712,0
1,0,1292,0.0,1.858712,0
1,0,1292,0.0,1.858712,0
1,0,1292,0.0,1.858712,0
0,1,75,0.000217,1.858929,0
0,1,75,8.2e-05,1.859011,0
1,0,1292,9.5e-05,1.859106,0
1,0,1292,0.0,1.859106,0
1,0,1292,0.0,1.859106,0
1,0,1292,0.0,1.859106,0
1,0,1292,0.000849,1.859955,0
1,0,1292,0.0,1.859955,0
0,1,80,0.00019,1.860145,0
1,0,1292,7.3e-05,1.860218,0
1,0,1292,0.000201,1.860419,0
1,0,1292,0.0,1.860419,0
1,0,1292,0.000306,1.860725,0
1,0,1292,0.0,1.860725,0
1,0,1292,0.000336,1.861061,0
1,0,1292,0.0,1.861061,0
1,0,1292,0.0,1.861061,0
1,0,1292,0.0,1.861061,0
1,0,1292,0.0,1.861061,0
1,0,66,0.0,1.861061,0
0,1,54,0.000116,1.861177,0
0,1,75,1.6e-05,1.861193,0
0,1,571,0.000217,1.86141,0
1,0,1292,8.4e-05,1.861494,0
1,0,1292,0.0,1.861494,0
1,0,1292,0.000287,1.861781,0
1,0,1292,0.0,1.861781,0
1,0,1292,0.000533,1.862314,0
1,0,1292,0.0,1.862314,0
1,0,1292,0.0,1.862314,0
1,0,1292,0.0,1.862314,0
1,0,1292,0.0,1.862314,0
1,0,1292,0.0,1.862314,0
1,0,1292,0.0,1.862314,0
0,1,75,0.000202,1.862516,0
0,1,76,0.001171,1.863687,0
1,0,1292,0.000596,1.864283,0
1,0,1292,0.0,1.864283,0
1,0,1292,0.0,1.864283,0
1,0,1292,0.0,1.864283,0
1,0,1292,0.0,1.864283,0
1,0,1292,0.0,1.864283,0
1,0,1292,0.0,1.864283,0
1,0,1292,0.0,1.864283,0
1,0,1292,0.0,1.864283,0
1,0,1292,0.0,1.864283,0
1,0,1292,0.0,1.864283,0
1,0,1292,0.0,1.864283,0
1,0,1292,0.0,1.864283,0
1,0,1292,0.0,1.864283,0
